input : 1.000000 ^ 1.000000 => output = 0.058190 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.671466 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.679427 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.691031 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670911 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035622 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.682848 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662403 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034376 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.674833 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654129 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662915 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.675436 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.654761 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.033345 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.663394 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.671755 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.679673 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.691249 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034512 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.671023 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035720 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.678869 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.690472 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670348 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035635 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.682298 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661881 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034391 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670173 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.682247 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661820 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670244 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.682320 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661920 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034458 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.674313 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653642 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662452 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034557 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670730 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.682751 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033304 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662243 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034524 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670516 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678524 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.690107 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670008 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035701 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.681938 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661548 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.674065 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.653397 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.033340 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.662127 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.670535 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.682542 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.662175 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034612 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034569 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670321 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678338 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689906 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669826 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677867 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689454 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034463 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669235 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035680 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.677168 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688790 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668678 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680777 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660386 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034423 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668751 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680827 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033184 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660308 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034411 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668691 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680766 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660371 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668880 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680935 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033240 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660434 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672969 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652325 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.033356 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661107 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669565 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035848 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.677453 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689036 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668986 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677040 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688638 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034492 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034449 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668308 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680386 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660024 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672543 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.032098 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651810 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.660712 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669204 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677247 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037133 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.688673 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668619 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680660 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660328 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034603 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034559 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668565 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680592 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660247 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672744 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652157 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661042 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034746 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034702 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669241 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677310 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688840 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034635 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668687 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680702 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660394 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.668874 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035932 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.680736 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660435 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672884 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.032288 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652210 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661091 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034804 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669419 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677480 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688977 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668997 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036006 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.680820 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660526 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672966 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.032354 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652312 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661189 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034874 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669525 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681445 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661186 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034891 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669522 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677550 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689034 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669080 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681011 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660751 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034887 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034842 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668976 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680910 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660649 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034865 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668998 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677078 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688559 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672510 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651994 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.033679 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660762 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669251 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677292 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688760 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034895 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668694 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680619 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033639 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660248 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668762 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680678 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033667 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660315 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.668813 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.676902 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688362 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034890 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668297 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.676386 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.687882 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034831 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.671683 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651175 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.660109 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034956 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668483 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036192 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.680268 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660050 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672423 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.651950 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.660845 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035098 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669196 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036334 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.677099 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688536 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668636 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680521 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033765 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660191 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.668707 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680583 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660386 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035082 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035036 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672469 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652004 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.660923 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.669391 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681217 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661055 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035215 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.673219 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652805 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661658 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035322 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035275 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669818 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677858 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689210 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.673182 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652765 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.034061 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661518 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669943 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677976 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689309 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035277 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.673153 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652745 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661627 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035384 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035337 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.673587 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653210 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662043 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035439 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670318 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678333 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689633 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.673619 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.653243 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.662100 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035505 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670373 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.678360 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689658 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035421 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035373 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669600 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677625 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688962 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035298 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669016 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680809 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660689 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035319 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669032 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680831 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660730 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.672970 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652613 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661475 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035496 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669791 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681524 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661447 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035508 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669763 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036753 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.681352 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661271 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673479 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.653140 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.662002 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035620 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035571 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.673882 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653572 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.662387 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035669 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.670644 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.678642 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689872 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035581 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669999 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.678005 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.689277 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669524 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677553 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038087 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.688692 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.668922 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036714 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.680528 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660448 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.668938 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680692 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660637 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035505 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.668969 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.680717 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.660668 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035526 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669010 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.036776 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.680597 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660534 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.669020 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677098 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688377 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035473 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672189 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.651859 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.660784 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035589 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672817 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652524 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661392 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035698 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669709 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677730 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688972 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035620 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035571 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672668 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652378 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661252 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673394 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.033219 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.653012 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661855 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670276 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037093 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.681769 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661794 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035794 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.670079 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681713 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.661729 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.670155 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.037104 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.681647 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.661677 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035805 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.673628 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.653380 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.662230 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.670632 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.678607 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038506 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.689617 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669953 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.677961 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.038410 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.689003 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.669306 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.677370 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.688581 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.035692 , expected : 0.000000
input : 0.000000 ^ 0.000000 => output = 0.672398 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.652131 , expected : 1.000000
input : 1.000000 ^ 0.000000 => output = 0.661043 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035805 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.669364 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.681005 , expected : 0.000000
input : 1.000000 ^ 1.000000 => output = 0.034509 , expected : 0.000000
input : 0.000000 ^ 1.000000 => output = 0.660898 , expected : 1.000000
input : 0.000000 ^ 0.000000 => output = 0.673014 , expected : 0.000000
input : 1.000000 ^ 0.000000 => output = 0.652789 , expected : 1.000000
input : 0.000000 ^ 1.000000 => output = 0.661643 , expected : 1.000000
input : 1.000000 ^ 1.000000 => output = 0.035930 , expected : 0.000000
